Valor (UF),Dormitorios,Banos,sup. construida,sup. Terreno,estacion metro
12.14,2,1,47.4,,200
30,3,3,145,,"14,878"
13.66,1,1,50,,"224,084"
21.46,2,2,98,,"224,064"
11.71,3,2,61,,"224,489"
11.32,3,2,61,,"224,485"
12.14,1,1,33,,368
8.58,3,1,57,,"60,805"
11.71,3,1,57,,"60,807"
12.16,3,2,100,,"894,577"
12.16,3,2,70,,"420,499"
12.16,2,2,67,,"1,172"
12.16,3,2,70,,"83,987"
12.2,2,1,41.6,,122
12.22,2,1,41,,"1,934"
12.24,2,2,47,,379
12.26,2,2,58,,"91,835"
12.26,2,2,54,,"597,879"
12.26,2,1,40,,"1,934"
12.29,1,1,34,,"2,426"
12.29,1,1,55,,"92,495"
12.29,2,2,70,,"91,407"
12.29,3,2,62,,"6,461"
12.29,4,2,80,,442
12.29,3,3,92,,"16,270"
12.29,3,2,67,,"597,985"
12.29,1,1,40,,455
12.29,3,2,65,,468
12.29,2,2,75,,223
12.29,1,1,45,,"88,184"
12.29,2,2,61.9,,342
12.29,2,1,54,,584
12.29,3,2,95,,"1,669"
12.35,2,1,44,,634
12.37,2,1,48,,143
12.41,3,2,80,,"417,932"
12.48,2,2,70,,"597,966"
13.66,2,2,50,,71
12.48,3,1,57,,494
12.48,1,1,40,,"1,458,727"
12.48,2,2,45,,"1,367"
12.49,2,2,63,,"64,019"
12.49,1,1,40.9,,"2,553"
12.49,3,2,78,,"22,126"
12.49,3,2,100,,"421,126"
12.49,3,1,50,,"1,072,267"
12.49,3,2,90,,"381,328"
12.49,2,2,45,,"92,025"
12.49,3,2,60,,321
12.49,2,2,54,,"92,025"
12.49,3,1,55,,"390,342"
12.49,3,2,65,,859
12.49,2,1,45,,"92,441"
12.49,3,2,110,,"90,225"
12.49,3,2,70,,"73,754"
12.49,2,2,62,,"3,494"
12.49,1,1,37,,228
12.49,1,1,38,,"1,268"
12.49,1,1,30,,273
12.49,2,2,60,,"1,968"
12.49,2,1,75,,493
12.49,3,2,65,,"84,947"
12.49,3,1,60,,"1,072,117"
12.49,2,2,60,,"92,735"
12.49,2,1,60,,"89,430"
12.49,3,2,65,,"1,455"
12.49,2,1,44.4,,"384,936"
12.49,2,1,49,,744
12.49,2,1,49,,744
12.49,3,2,61,,"1,453,049"
12.49,2,2,55,,375
12.49,3,1,49,,"60,673"
12.49,2,1,44,,"1,890"
12.49,3,1,50,,"390,569"
12.49,2,2,55,,80
12.49,2,1,50,,"89,513"
12.49,2,2,65,,"1,047"
12.49,2,2,50,,247
12.49,1,1,40,,553
12.49,1,1,37,,321
12.49,2,1,46,,"881,461"
12.49,2,1,45,,"2,221"
12.49,2,1,60,,"94,239"
12.49,2,1,43,,122
12.49,3,2,57,,"1,619"
12.49,2,2,56,,404
12.49,1,1,40,,383
12.49,1,1,40.9,,"2,553"
12.49,2,1,65,,"91,075"
21.07,1,1,40,,"1,075,631"
12.49,2,1,40,,376
12.49,3,2,70,,"93,635"
12.49,3,2,60,,"1,616"
12.49,3,2,75,,"421,385"
12.49,2,2,52,,318
12.49,3,2,76,,"422,833"
12.49,2,2,56,,404
12.49,1,1,38,,"2,417"
12.49,2,2,60,,375
12.49,2,2,50,,"89,595"
12.49,3,2,66,,"417,445"
12.49,2,2,65,,265
12.49,2,2,45,,"2,123"
12.49,3,3,95,,"62,831"
12.49,2,1,41,,110
12.49,2,1,48,,93
12.49,2,1,42,,"1,637"
12.49,1,1,24.7,,347
12.49,1,1,24.7,,347
12.49,1,1,41,,"1,441"
12.49,2,1,35,,"87,741"
12.49,2,1,51,,314
12.49,3,1,60,,"1,456,996"
12.49,2,2,63,,"93,302"
12.49,3,2,65,,374
12.49,1,1,36,,"2,567"
12.49,3,2,72,,"6,240"
12.49,2,2,48,,478
12.49,1,1,37,,632
12.49,3,2,67,,"90,122"
12.49,1,1,35,,"1,277"
12.49,1,1,31,,"422,305"
12.49,3,2,70,,"726,292"
12.49,2,1,50,,"88,318"
12.49,3,2,64,,"1,043"
12.49,2,2,55,,248
12.49,3,2,98,,"423,954"
12.49,3,1,52,,568
12.49,3,1,50,,"390,569"
12.49,2,2,50,,202
12.49,2,2,65,,"90,743"
12.49,2,2,66,,600
33.17,,,160,,"61,491"
12.49,1,1,35,,"2,553"
12.49,1,1,40,,"2,118"
12.49,4,1,120,,"416,198"
12.49,3,2,73,,"91,606"
12.49,1,1,40,,751
12.49,3,2,70,,469
12.49,2,2,70,,"82,501"
10.14,3,1,56,,"4,930"
6.24,1,1,22,,87
12.49,2,2,50,,73
12.49,2,2,77,,"89,193"
12.49,3,1,58,,"390,342"
12.49,3,2,67,,"90,122"
12.49,1,1,40,,"1,692"
12.49,2,2,61,,"1,898"
12.49,1,1,40,,"1,232"
12.49,3,2,80,,702
12.49,2,2,46,,360
12.49,1,1,43,,"1,607"
12.49,4,2,115,,"2,222"
12.49,2,2,46,,177
12.49,3,2,75,,"22,089"
12.49,3,1,120,,"76,753"
12.49,2,1,40,,442
12.49,2,2,56,,"88,972"
12.49,3,2,75,,"2,919"
12.49,1,1,42,,"1,105"
12.49,1,1,40,,403
12.49,1,1,33,,193
12.49,2,2,55,,508
12.49,3,2,85,,"87,212"
12.49,3,2,80,,"426,931"
12.49,3,2,73,,"84,505"
12.49,2,2,72,,794
12.49,3,2,90,,"93,164"
12.49,3,2,90,,"93,160"
12.49,2,1,58,,122
12.49,2,1,58,,122
12.49,2,2,115,,"91,134"
12.49,3,2,75,,"64,298"
12.49,3,2,80,,"84,625"
12.49,2,2,50,,158
12.49,1,1,50,,574
12.49,2,2,65,,415
12.49,2,2,55,,"83,855"
12.49,2,1,45.3,,75
12.49,1,1,40,,385
12.5,2,2,70,,"597,536"
12.51,3,1,100,,"91,659"
12.51,3,2,67,,"90,122"
12.53,3,2,57,,280
12.53,3,2,57,,353
12.54,3,2,65,,"387,437"
12.54,2,1,65,,"389,887"
12.54,3,1,55,,"390,385"
12.54,3,1,64,,"385,588"
12.54,3,2,60,,"386,667"
12.54,3,1,70,,913
12.54,3,3,80,,"11,609"
12.54,3,2,68,,644
12.54,2,2,45,,872
12.55,3,2,70,,"89,598"
12.55,2,1,43,,"1,607"
12.55,3,2,93,,"6,807"
12.55,2,2,65,,"89,556"
12.55,2,1,60,,267
12.55,4,1,100,,"8,756"
12.55,2,2,50,,200
12.55,2,2,51.7,,"597,244"
12.56,1,1,39,,200
12.56,2,2,56,,"1,172"
12.56,3,2,47,,391
12.58,2,2,45,,"1,968"
12.58,2,2,45,,407
12.58,2,1,44,,314
12.58,2,1,56,,469
12.58,2,2,53,,904
12.58,2,2,76,,"1,133"
12.58,2,1,60,,248
12.58,2,2,50,,"1,172"
12.58,2,2,66,,297
12.58,3,2,73,,826
12.59,2,2,80,,"423,138"
12.59,2,2,60,,400
12.6,3,2,67,,"895,461"
12.61,3,2,89,,"597,209"
12.61,2,2,63,,"79,441"
12.61,2,2,51.7,,"597,249"
12.61,2,2,59,,"90,547"
12.61,3,2,90,,"3,030"
12.67,2,1,55,,"7,217"
12.68,1,1,38,,"1,114"
12.68,3,3,97,,"222,924"
12.68,2,2,70,,"2,919"
12.68,3,2,63,,"897,235"
12.68,3,2,67,,"1,026"
12.68,1,1,115,,"6,073"
12.68,1,1,38,,89
12.68,2,1,56,,"1,074,548"
12.68,2,1,56,,"1,074,058"
12.69,3,2,70,,"89,598"
12.69,2,2,54.8,,"421,942"
12.69,3,2,75,,"91,307"
12.69,2,1,70,,"422,534"
12.69,1,1,40,,"1,084,691"
12.69,3,2,48,,"7,384"
46.82,5,3,400,,"21,625"
12.86,4,3,93,,"90,871"
12.87,3,2,56,,"3,288"
12.87,2,2,75,,"597,118"
12.87,4,2,70,,"19,392"
12.87,3,2,90,,"1,669"
12.87,1,1,30,,396
14.05,1,1,60,,"61,491"
12.87,3,2,68,,393
12.88,1,1,35,,167
12.88,2,1,60,,"89,504"
12.88,3,1,52,,"1,322"
12.88,2,2,53,,"89,484"
12.88,4,3,100,,"90,903"
12.88,2,1,50,,634
12.88,3,2,75,,"21,146"
12.88,2,1,55,,"1,071,971"
12.88,3,2,60,,"2,989"
12.88,1,1,32,,"1,052"
12.88,3,1,90,,"388,332"
12.88,2,2,60,,"1,133"
12.88,2,1,49,,"92,665"
12.88,3,2,70,,"597,189"
12.88,3,1,60,,"1,452,308"
12.88,3,1,82,,"2,019"
12.88,2,2,64,,"385,699"
12.88,3,2,68,,"427,315"
12.88,1,1,63,,"387,905"
12.88,2,2,105,,"88,733"
12.88,2,2,48,,"3,274"
12.88,2,2,67,,"1,891"
12.88,3,2,65,,"21,497"
12.88,3,2,80,,841
12.88,2,2,64,,160
12.88,1,1,38,,"2,190"
12.88,3,2,95,,"76,129"
12.88,3,3,96,,"587,998"
12.88,3,2,70,,"417,725"
12.88,2,2,80,,"426,285"
12.88,3,2,72,,"2,007"
15.61,2,1,50,,"1,089,026"
12.88,2,2,53,,110
12.88,2,1,50,,256
12.88,1,1,50,,"1,062"
12.88,2,1,92,,"87,599"
12.88,1,1,36,,"2,567"
12.88,3,2,65,,224
12.88,3,2,75,,"1,544"
12.88,3,2,80,,"92,209"
12.88,3,2,73,,"597,048"
12.88,3,1,65,,872
12.88,2,2,76,,"90,693"
12.88,2,1,55,,"422,916"
12.88,3,2,90,,"389,646"
12.88,3,1,80,,"386,083"
12.88,3,2,60,,230
12.88,2,2,58,,"92,964"
12.88,2,2,45,,64
12.88,3,2,60,,114
12.88,3,4,92,,"91,050"
12.88,2,1,45,,"2,043"
12.88,3,3,105,,"88,733"
12.88,3,3,98,,"21,066"
12.88,3,2,62,,"64,623"
12.88,3,2,65,,"21,494"
12.88,3,1,60,,"1,198"
12.88,2,2,45,,"1,335"
12.88,3,1,60,,"7,366"
12.88,1,1,42,,669
12.88,2,2,65,,314
12.88,1,1,49,,"667,277"
12.88,3,2,52,,"3,494"
12.88,2,1,65,,"88,606"
12.88,3,3,80,,"8,914"
12.88,3,2,75,,409
12.88,1,1,35,,137
12.88,2,2,50,,"881,475"
12.88,3,2,60,,"92,978"
12.88,2,2,73,,"78,798"
12.88,3,1,80,,469
12.88,3,2,90,,"1,669"
11.32,2,2,70,,"427,104"
12.88,3,2,76,,318
12.88,2,2,59,,421
12.88,1,1,45,,569
12.88,2,2,67,,"597,811"
12.88,3,3,80,,"63,972"
12.88,3,2,78,,"88,303"
12.88,2,1,45,,746
12.88,3,2,93,,"223,496"
12.88,3,3,76,,"75,847"
12.88,4,2,95,,"422,182"
12.88,2,1,60,,803
12.88,3,1,58,,"7,366"
12.88,2,2,67,,158
12.88,2,1,68,,778
12.88,2,1,45,,257
12.88,3,1,85,,"64,054"
12.88,1,1,32,,201
12.88,1,1,32,,201
12.88,1,1,35,,95
12.88,3,2,72,,483
12.88,1,1,35,,"2,567"
12.88,3,3,96,,"588,031"
12.88,3,2,68,,606
12.88,2,2,54,,194
12.88,2,2,59,,"89,263"
12.88,3,1,90,,"10,044"
12.88,3,2,75,,"385,636"
12.88,1,1,36,,751
12.88,3,2,55,,"3,299"
12.88,1,1,50,,"1,062"
12.88,3,2,90,,"90,401"
12.88,3,2,80,,"90,956"
12.88,3,2,72,,483
12.88,1,1,40,,607
12.88,2,2,55,,"88,967"
12.88,4,1,110,,"84,568"
12.88,1,1,40,,"2,411"
12.88,2,2,60,,"89,301"
12.88,2,2,56.9,,505
12.88,3,1,60,,337
12.9,1,1,42,,"1,415"
12.9,1,1,40,,"1,441"
12.92,2,1,45,,47
12.92,2,1,65,,"88,606"
12.92,2,2,57.2,,327
12.93,1,1,44,,"1,087,097"
12.93,2,2,46,,"1,887"
12.93,1,1,40,,"89,718"
12.93,3,2,75,,"63,843"
12.94,3,2,75,,"92,095"
12.94,3,1,58,,"7,366"
12.94,3,2,100,,"77,244"
12.96,2,2,58,,"1,355"
12.96,3,2,55,,"3,494"
12.96,3,2,66.2,,"82,816"
12.96,3,2,65,,654
12.97,3,1,80,,777
12.97,2,2,62,,323
12.97,3,2,80,,404
12.97,1,1,43,,675
12.97,2,2,72,,"1,347"
12.99,2,2,50,,"2,076"
12.99,2,1,65,,386
12.99,2,2,60,,299
13,1,1,47,,"1,940"
13,1,1,32.8,,482
13,2,2,60,,"1,854"
13,1,1,65,,"2,317"
13,1,1,34,,"2,417"
13,1,1,41,,"2,602"
13,5,2,110,,"74,666"
13,1,1,33,,366
13,4,2,110,,"63,690"
13,3,2,76,,390
13.03,2,1,45,,"1,643"
13.03,2,2,46,,"1,394"
13.05,2,2,65,,"385,218"
13.07,2,2,68,,"426,256"
13.07,2,2,65,,"89,240"
13.07,1,1,35,,"1,097"
13.07,3,2,68,,"89,632"
13.07,2,2,65,,288
13.09,3,1,88,,"421,385"
13.09,3,2,93,,"2,681"
13.23,3,2,99,,"2,829"
13.23,2,1,44,,198
13.26,3,2,85,,"87,212"
13.26,1,1,36,,396
13.26,1,1,50,,"2,410"
13.26,2,1,65,,539
13.26,2,2,60,,249
13.26,2,2,60,,"92,064"
13.27,1,1,35,,"1,613"
13.27,2,1,55,,134
13.27,2,2,55,,"89,374"
13.27,2,2,65,,"90,824"
13.27,3,2,87,,"599,543"
8.97,2,1,44,,265
85.84,5,4,250,,"425,547"
33.17,4,3,160,,"65,767"
13.27,2,1,44,,"87,502"
13.27,3,2,67,,"7,175"
13.27,2,2,80,,459
33.13,3,3,220,,"11,042"
13.27,2,2,52,,"92,058"
9.75,1,1,36,,109
13.27,2,2,70,,"432,501"
13.27,2,1,40,,134
13.27,2,1,55,,"1,072,720"
13.27,3,1,80,,"63,906"
13.27,3,2,86,,"86,101"
13.27,1,1,45,,"2,367"
13.27,1,1,59,,"1,073,189"
13.27,2,1,57,,"2,019"
13.27,2,2,65,,133
13.27,2,1,40,,754
13.27,2,2,70,,383
13.27,2,2,62,,433
13.27,2,2,70,,343
13.27,2,2,52,,"881,468"
13.27,2,1,50,,"2,103"
13.27,2,1,44.3,,179
13.27,2,1,52,,"88,245"
13.27,1,1,35,,"2,417"
13.27,1,1,42,,"1,155"
13.27,3,2,82,,959
13.27,2,2,68.3,,"417,446"
13.27,2,1,50,,"89,545"
13.27,1,1,36,,624
13.27,2,2,65,,167
13.27,3,2,70,,134
13.27,3,1,36,,"3,300"
13.27,3,3,70,,"8,777"
13.27,1,1,44,,"1,607"
13.27,3,2,65,,"4,545"
13.27,3,2,60,,379
13.27,3,2,90,,"1,448"
13.27,2,2,50,,179
13.27,2,2,58,,265
13.27,2,2,51.5,,313
13.27,2,2,53,,409
13.27,2,1,46,,144
13.27,3,2,130,,"223,434"
13.27,2,1,50,,"89,542"
13.27,3,2,103,,"89,378"
13.27,1,1,36,,"2,109"
13.27,1,1,46,,549
10.93,2,1,40,,"387,734"
13.27,2,2,66,,"1,688"
13.27,2,2,60,,400
13.27,1,1,40,,691
13.27,2,1,56,,"421,476"
13.27,2,2,61.4,,"597,331"
13.27,1,1,35,,203
13.27,2,2,60,,294
13.27,2,2,65,,"1,744"
13.27,3,1,80,,483
13.27,3,2,62,,251
13.27,2,2,61,,"1,925"
13.27,2,1,51,,314
13.27,3,3,102,,"601,241"
13.27,2,2,56,,"422,386"
13.27,1,1,36,,816
13.27,3,2,120,,"64,712"
13.27,3,2,70,,285
13.27,1,1,36.6,,"2,553"
13.27,2,2,60,,516
13.27,3,1,75,,"1,078,441"
13.27,3,2,62,,"19,703"
13.31,2,2,50,,478
13.32,2,1,54,,311
13.33,2,2,56,,"90,918"
13.33,2,2,48,,478
13.33,2,2,70,,"667,414"
13.33,2,1,36,,"88,475"
13.35,2,2,60,,114
13.35,3,2,80,,571
13.35,2,1,50,,421
13.36,3,2,65,,224
13.36,2,2,60,,114
13.36,2,1,46,,316
13.38,3,2,72,,352
13.38,2,2,75,,489
13.4,3,2,75,,730
13.4,2,1,44.5,,411
13.42,3,2,67,,"390,583"
13.44,3,2,75,,336
13.46,1,1,40,,246
13.46,2,2,60,,198
13.46,2,2,75,,"88,295"
13.46,2,2,75,,"88,363"
13.46,3,1,75,,"1,091,587"
13.46,1,1,37,,223
13.5,3,2,54,,"3,494"
13.56,3,2,57,,"3,300"
13.58,3,2,80,,841
13.62,1,1,36,,983
13.65,1,1,38,,"92,058"
13.65,3,2,63,,"2,043"
13.65,2,2,60,,"427,429"
13.65,1,1,30,,"1,084,552"
13.65,2,2,65.2,,442
13.65,3,2,90,,"385,085"
13.65,3,3,86,,"5,376"
13.65,3,2,72,,454
13.65,2,2,45,,80
13.65,2,2,85,,"89,045"
13.65,1,1,55,,"1,034"
13.65,2,1,43,,284
13.65,2,2,55,,"1,887"
13.65,2,2,55,,"1,887"
13.66,2,2,45,,"92,081"
13.66,2,2,64,,"1,563"
13.66,3,2,85,,"78,584"
13.66,2,2,58,,"63,906"
13.66,2,2,50,,297
13.66,2,1,75,,"91,365"
13.66,3,2,67,,"1,156"
13.66,2,2,65,,"94,126"
13.66,3,2,73,,"64,588"
13.66,3,2,70,,"666,640"
13.66,3,2,80,,"90,911"
13.66,3,2,85,,"668,015"
13.66,3,1,70,,"666,720"
13.66,2,2,55,,"2,286"
13.66,3,1,60,,"1,089,514"
13.66,3,2,77,,"1,133"
13.66,2,2,60,,"89,871"
13.66,2,2,60,,"92,700"
13.66,2,2,80,,"63,906"
13.66,3,2,70,,"420,837"
13.66,2,2,60,,"1,781"
13.66,2,2,65,,"94,033"
13.66,2,1,52,,"93,132"
13.66,1,1,44,,982
13.66,3,2,64,,761
13.66,3,2,100,,"84,652"
13.66,3,1,64.9,,876
13.66,2,2,76,,"432,401"
13.66,2,2,65,,"92,729"
13.66,1,1,30,,861
13.66,1,1,35,,192
13.66,2,2,47,,"1,729"
13.66,2,2,77,,"432,582"
13.66,2,2,60,,368
13.66,2,2,54,,665
13.66,2,2,65,,"88,121"
13.66,2,2,60,,"421,586"
13.66,3,1,64,,"390,363"
13.66,1,1,36,,550
13.66,3,2,75,,"93,238"
13.66,3,3,78,,"19,899"
13.66,3,2,70,,"387,437"
13.66,1,1,35,,446
13.66,2,2,50,,"389,887"
13.66,3,2,60,,"387,254"
13.66,2,1,50,,"93,132"
13.66,3,2,84,,719
13.66,3,2,70,,"385,026"
13.66,3,2,70,,"82,575"
13.66,1,1,38,,"1,412"
13.66,3,2,80,,"2,007"
13.66,3,2,73,,707
13.66,3,2,86,,"87,803"
13.66,3,2,80,,"2,007"
13.66,2,2,53,,75
13.66,2,2,87,,"89,510"
13.66,3,2,65,,399
13.66,2,1,56,,"2,059"
13.66,3,2,80,,"7,942"
13.66,2,2,70,,"421,567"
13.66,3,2,75,,"91,103"
13.66,2,1,50,,161
13.66,3,2,82,,"71,101"
13.66,3,1,50,,"1,078,441"
13.66,2,1,50,,"91,983"
13.66,2,1,62,,"1,096"
13.66,2,2,47.5,,398
13.66,4,2,100,,"74,367"
13.66,1,1,50,,"2,462"
13.66,3,2,75,,911
13.66,3,2,62,,"1,455"
13.66,3,2,100,,"63,670"
13.66,2,1,40,,"389,557"
13.66,3,1,65,,"384,954"
13.66,3,2,66,,"8,922"
13.66,1,1,36,,550
13.66,1,1,40,,74
13.66,1,1,48,,"1,803"
13.66,3,1,55,,"391,116"
13.66,1,1,37,,444
13.66,2,1,60,,"90,025"
13.66,3,2,65,,"3,494"
13.66,3,2,65,,"387,529"
13.66,3,2,60,,"1,038"
13.66,1,1,52,,"94,126"
13.66,2,2,55,,442
13.66,3,2,55.3,,315
13.66,2,2,60,,"82,906"
13.66,3,1,55,,581
13.66,1,1,40,,684
13.66,2,2,67,,723
13.66,3,3,80,,"430,635"
13.66,1,1,50,,268
13.66,3,2,70,,"1,378"
13.66,3,1,75,,717
13.66,2,2,58,,442
13.66,3,2,71,,"1,815"
13.66,1,1,40,,259
13.66,1,1,35,,"1,075,986"
13.66,3,2,70,,"666,538"
13.66,3,3,75,,"8,352"
13.66,1,1,45,,751
13.66,2,2,69,,"599,773"
13.66,2,2,59,,"78,656"
13.66,2,1,45,,746
13.66,3,2,100,,"89,479"
8.58,3,1,60,,"592,766"
13.66,1,1,40,,511
13.66,2,2,65,,"92,118"
13.66,3,2,72.7,,"419,525"
13.66,2,1,45,,912
13.66,3,2,60,,"387,254"
13.66,3,1,62,,"1,088,336"
9.36,2,1,48,,"1,198"
13.66,2,2,60,,984
13.66,3,2,65,,"92,532"
13.66,3,2,70,,781
13.66,2,2,58,,"1,902"
13.66,3,2,64,,469
13.66,3,1,58,,"19,276"
13.66,2,1,60,,267
13.66,3,2,60,,"387,569"
13.66,2,1,50,,"93,027"
13.66,2,2,52,,"1,243"
13.66,3,1,65,,"8,116"
13.66,3,2,80,,"1,864"
13.66,3,2,92,,"1,736"
13.66,2,1,50,,664
13.66,2,1,60,,"2,717"
13.66,3,2,65,,"89,387"
13.66,2,2,45,,"1,410"
13.66,3,3,84,,"63,972"
13.66,1,1,38,,644
13.66,2,2,48,,"2,097"
13.66,3,2,61,,517
13.66,2,2,50,,404
13.66,2,2,65,,"422,154"
13.66,1,1,38,,"1,043"
13.66,1,1,38,,"1,441"
13.66,3,2,77,,"87,803"
13.66,3,2,85,,"417,721"
13.66,2,2,62,,"1,616"
13.66,3,1,60,,"388,551"
39.02,4,3,210,,"21,625"
13.66,2,2,60,,158
13.66,2,2,50,,"64,029"
13.66,2,2,65,,"89,393"
13.66,2,2,55,,"422,450"
13.66,2,1,51,,283
13.66,3,2,80,,571
13.66,2,1,60,,"89,271"
13.66,3,2,85,,"8,711"
13.66,1,1,35,,301
13.66,2,2,55,,"421,925"
13.66,3,2,90,,663
13.66,3,2,75,,328
13.66,2,1,61,,"1,781"
13.66,2,1,55,,382
13.66,1,1,35,,301
13.66,2,2,60,,"421,662"
13.66,4,2,120,,"7,545"
13.66,3,2,75,,"6,421"
13.66,3,2,58,,"1,155"
13.66,2,2,62,,"597,339"
13.66,3,2,70,,673
13.66,2,2,55,,"1,887"
13.66,3,2,110,,"8,296"
13.66,2,2,54,,"3,299"
13.66,2,1,65,,486
13.66,2,2,57,,"422,138"
13.66,3,2,72,,453
13.66,1,1,36,,253
13.66,1,1,40,,"88,836"
13.66,1,1,36,,253
13.66,3,2,70,,"1,458,727"
13.66,3,2,75,,"89,474"
13.66,5,3,120,,"74,666"
13.66,2,1,62,,267
13.66,3,2,110,,"897,960"
13.66,3,1,55,,"1,087,983"
13.66,3,2,85,,"8,706"
13.66,1,1,42,,"2,393"
13.66,1,1,38,,"1,146"
13.66,2,2,60,,"87,599"
13.66,3,2,69,,390
13.66,2,2,72,,"89,533"
13.66,3,2,65,,"84,975"
13.66,3,2,90,,"79,661"
13.66,2,2,67,,333
13.66,3,2,56,,"1,438"
13.66,1,1,55,,"92,470"
13.66,3,3,95,,"597,184"
13.66,3,2,75,,"89,309"
13.66,1,1,35,,773
13.66,3,1,66,,596
13.66,1,1,38,,245
13.66,2,1,57,,68
13.66,1,1,45,,934
9.75,1,1,27,,147
21.46,3,3,111,,"385,037"
35.08,4,3,210,,"11,775"
25.36,4,3,140,,"18,087"
7.8,1,1,36,,71
13.66,3,2,70,,707
13.66,2,2,65,,860
13.66,3,2,90,,"421,042"
24.58,3,2,74,,"1,079,998"
13.66,2,2,64,,"1,786"
13.66,2,1,48,,"88,298"
13.66,1,1,45,,"1,095"
13.66,3,2,55,,"1,720"
13.66,3,3,80,,"1,147"
13.66,1,1,40,,"1,075,986"
13.66,2,1,60,,"1,074,058"
13.66,4,2,100,,"63,906"
13.66,2,2,60,,"1,084,691"
13.66,3,2,70.1,,651
13.66,3,2,87,,"599,443"
13.66,2,1,50,,"2,345"
13.66,2,2,61,,"421,305"
13.66,1,1,54,,"2,200"
13.66,3,1,90,,"422,155"
13.66,2,2,65,,"425,137"
13.66,3,2,66,,"390,057"
13.66,1,1,50,,"89,002"
13.66,3,1,70,,"1,455,925"
13.66,1,1,50,,"2,286"
13.66,3,2,75,,"1,746"
13.66,2,2,65,,"422,158"
13.66,2,2,57,,404
13.66,3,1,57,,"664,871"
13.66,3,1,50,,"1,332"
13.66,3,1,56,,"390,380"
13.66,2,1,58,,"1,074,548"
13.66,1,1,40,,"1,084,759"
13.66,3,1,82,,"427,170"
13.66,2,2,58,,249
13.66,3,2,69,,513
13.66,1,1,55,,"8,096"
13.66,4,1,132,,"422,475"
13.66,1,1,38,,"1,268"
13.66,2,2,60,,"882,640"
13.66,3,1,90,,"895,159"
13.66,3,1,70,,"1,148"
29.26,4,2,130,,"8,967"
13.66,2,2,59,,"598,347"
13.66,1,1,50,,"90,781"
13.66,3,1,50,,"1,072,082"
13.66,2,1,62,,"1,077,942"
13.66,2,1,62,,"1,078,046"
13.66,3,1,60,,"1,088,668"
13.66,1,1,40,,679
13.66,3,2,65,,"91,961"
13.66,3,2,74,,663
13.66,3,2,106,,"2,102"
13.66,3,1,80,,"74,419"
13.66,3,2,75,,"64,073"
13.67,2,2,60,,"89,535"
13.67,3,2,84,,"6,521"
13.69,2,2,60,,299
13.69,3,2,88,,"422,456"
13.69,4,2,90,,"63,972"
13.7,3,1,60,,"388,552"
13.7,3,2,70,,"78,731"
13.7,2,2,58,,"1,966"
13.7,3,3,98,,"6,553"
13.71,2,2,56,,283
13.71,3,3,91,,"63,690"
13.71,3,2,80,,"383,851"
13.71,2,2,50,,"88,371"
13.71,2,2,54,,116
13.72,2,2,60,,158
13.73,3,2,89,,"422,598"
13.73,2,2,56,,"421,976"
13.73,3,3,78,,"4,059"
13.73,3,2,73,,"1,820"
13.73,3,1,64,,854
13.73,3,2,100,,"64,087"
13.73,3,3,78,,"21,228"
13.73,3,2,67,,"93,629"
13.73,2,2,60,,107
13.73,3,2,65,,"1,573"
13.73,1,1,43,,381
13.73,2,1,46,,"88,315"
13.73,3,1,60,,491
13.74,3,2,80,,"597,544"
13.74,2,2,62,,"597,402"
13.74,3,2,55.6,,"3,300"
13.74,2,2,63,,"417,728"
13.74,3,1,54,,"664,891"
13.74,3,2,80,,"1,222"
13.74,2,1,45,,904
13.76,2,2,60,,"1,666"
13.76,3,2,80,,"7,004"
13.76,2,1,54,,318
13.76,3,1,80,,"3,383"
13.76,3,2,80,,"2,781"
13.76,3,1,84,,"1,517"
13.77,3,1,60,,"82,475"
13.77,3,1,100,,"600,387"
13.77,3,2,60,,"3,300"
13.77,4,2,120,,517
13.77,2,2,69.4,,"389,887"
13.79,2,2,48,,478
13.79,3,2,64,,"387,254"
13.79,3,2,65,,315
13.79,2,2,54,,234
13.81,2,2,70,,"597,054"
13.81,3,2,74,,"90,918"
13.81,3,2,60,,614
13.81,3,2,70,,"421,385"
13.81,3,2,65,,"1,378"
13.81,2,2,70,,"597,054"
13.81,2,2,70,,"597,063"
13.81,3,2,65,,927
13.81,2,1,54,,"2,028"
13.84,2,2,76,,"432,582"
13.84,3,3,100,,"1,181"
13.84,2,2,47,,"1,394"
13.84,2,2,63,,34
13.84,2,2,60,,405
13.84,3,2,80,,"598,072"
13.84,4,2,110,,"8,419"
13.84,1,1,43,,"1,454,829"
13.84,2,2,63,,"420,161"
13.85,2,2,40,,"1,436"
13.85,1,1,40,,383
13.86,3,3,75,,"4,236"
13.86,2,1,70,,"3,049"
13.86,3,1,48,,"1,322"
13.86,3,2,74,,"895,469"
13.86,3,2,75,,"384,706"
13.86,4,3,90,,"2,915"
13.86,3,3,100,,"6,067"
13.88,2,2,65,,"421,305"
13.88,3,3,90,,"592,762"
13.88,2,1,50,,"896,862"
13.88,3,2,65,,"64,020"
13.88,2,2,60,,"63,812"
11.71,1,1,40,,359
19.31,3,2,111,,"4,310"
13,,,,,308
13.88,2,2,59,,"1,347"
13.9,3,3,120,,"62,349"
13.92,4,2,125,,"63,133"
13.95,2,1,39,,143
14,3,2,80,,"20,726"
14,3,2,60,,200
14,3,3,90,,"92,757"
14,3,3,100,,689
14,1,1,42,,276
